ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000072422	RHOBTB1	10	62629196	62761198	-1	protein_coding	9886	RHOBTB1	0.00183822701018375	-0.452042487	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.081e-10	rs12774545	5
ENSG00000182010	RTKN2	10	63942794	64028466	-1	protein_coding	219790	RTKN2	1.30976541627025e-14	2.546277933	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	6.081e-10	rs12774545	5
ENSG00000138311	ZNF365	10	64133951	64431771	1	protein_coding	22891	ZNF365	3.62115394483978e-05	-0.151965448	3	5.301	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.081e-10	rs12774545	5
ENSG00000181915	ADO	10	64564516	64568238	1	protein_coding	84890	ADO	0.745072785344825	-0.496919278	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.081e-10	rs12774545	5
ENSG00000122877	EGR2	10	64571756	64679660	-1	protein_coding	1959	EGR2	0.619543204134511	-0.491267292	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.081e-10	rs12774545	5
ENSG00000148572	NRBF2	10	64893050	64914783	1	protein_coding	29982	NRBF2	0.0821062414135336	-0.409712515	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.081e-10	rs12774545	5
ENSG00000171988	JMJD1C	10	64926981	65225722	-1	protein_coding	221037	JMJD1C	0.999999999962643	-0.552974329	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878	6.081e-10	rs12774545	5
ENSG00000101311	FERMT1	20	6055492	6104191	-1	protein_coding	55612	FERMT1	7.56849863577804e-07	0.610467254	0	0	0	NA	NA	NA	NA	Yes	hESC	1.555e-14	rs184983658	6
ENSG00000125845	BMP2	20	6748311	6760927	1	protein_coding	650	BMP2	0.938086415869115	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.555e-14	rs184983658	6
ENSG00000101323	HAO1	20	7863628	7921121	-1	protein_coding	54363	HAO1	0.000672388585939552	-0.306947197	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.555e-14	rs184983658	6
ENSG00000125827	TMX4	20	7957995	8000476	-1	protein_coding	56255	TMX4	0.0106621809140241	-0.092549499	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.555e-14	rs184983658	6
ENSG00000182621	PLCB1	20	8112824	8949003	1	protein_coding	23236	PLCB1	0.979044816094075	-0.375923643	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.555e-14	rs184983658	6
