# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19213
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BIDUS_METASTASIS_UP                      SET     197    -0.046113   -0.0046455     0.058358      0.78528 BIDUS_METASTASIS_UP
BILANGES_RAPAMYCIN_SENSITIVE...1         SET      36     0.030566    0.0013219      0.15014      0.41934 BILANGES_RAPAMYCIN_SENSITIVE_GENES
BILANGES_RAPAMYCIN_SENSITIVE...2         SET      61     0.067499    0.0037974       0.1008      0.25156 BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2
BILANGES_SERUM_AND_RAPAMYCIN...          SET      66      0.13237    0.0077449      0.10359      0.10068 BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES
BILANGES_SERUM_RESPONSE_TRAN...          SET      31      0.23813    0.0095579      0.15781     0.065659 BILANGES_SERUM_RESPONSE_TRANSLATION
BILANGES_SERUM_SENSITIVE_GEN...          SET      74     0.018693    0.0011579      0.10056      0.42627 BILANGES_SERUM_SENSITIVE_GENES
BILANGES_SERUM_SENSITIVE_VIA...1         SET      21     -0.15849   -0.0052371      0.18374      0.80581 BILANGES_SERUM_SENSITIVE_VIA_TSC1
BILANGES_SERUM_SENSITIVE_VIA...2         SET      30     0.013913   0.00054936      0.16663      0.46673 BILANGES_SERUM_SENSITIVE_VIA_TSC2
BILBAN_B_CLL_LPL_DN                      SET      38      0.07463    0.0033158      0.14499      0.30338 BILBAN_B_CLL_LPL_DN
BILBAN_B_CLL_LPL_UP                      SET      59      0.03192    0.0017662      0.11523      0.39089 BILBAN_B_CLL_LPL_UP
BILD_CTNNB1_ONCOGENIC_SIGNAT...          SET      74     -0.16061   -0.0099487     0.099316      0.94707 BILD_CTNNB1_ONCOGENIC_SIGNATURE
BILD_E2F3_ONCOGENIC_SIGNATURE            SET     238     0.013826    0.0015293     0.055273      0.40124 BILD_E2F3_ONCOGENIC_SIGNATURE
BILD_HRAS_ONCOGENIC_SIGNATURE            SET     238    0.0023894    0.0002643     0.058314      0.48366 BILD_HRAS_ONCOGENIC_SIGNATURE
BILD_MYC_ONCOGENIC_SIGNATURE             SET     195    -0.075614   -0.0075791     0.063301      0.88385 BILD_MYC_ONCOGENIC_SIGNATURE
BILD_SRC_ONCOGENIC_SIGNATURE             SET      57      0.21185     0.011522      0.11098     0.028148 BILD_SRC_ONCOGENIC_SIGNATURE
BIOCARTA_41BB_PATHWAY                    SET      18    -0.055102   -0.0016858      0.18495      0.61712 BIOCARTA_41BB_PATHWAY
BIOCARTA_ACE2_PATHWAY                    SET       9     -0.18203   -0.0039388      0.30742       0.7231 BIOCARTA_ACE2_PATHWAY
BIOCARTA_ACETAMINOPHEN_PATHW...          SET       5     -0.57933   -0.0093448      0.37725      0.93768 BIOCARTA_ACETAMINOPHEN_PATHWAY
BIOCARTA_ACH_PATHWAY                     SET      14     -0.14321   -0.0038644      0.21552       0.7468 BIOCARTA_ACH_PATHWAY
BIOCARTA_ACTINY_PATHWAY                  SET      11     -0.20263   -0.0048471      0.24493      0.79596 BIOCARTA_ACTINY_PATHWAY
BIOCARTA_AGPCR_PATHWAY                   SET      11      0.57029     0.013642      0.29869     0.028121 BIOCARTA_AGPCR_PATHWAY
BIOCARTA_AGR_PATHWAY                     SET      30   -0.0091634  -0.00036182      0.15404      0.52372 BIOCARTA_AGR_PATHWAY
BIOCARTA_AHSP_PATHWAY                    SET      11     -0.28779   -0.0068843      0.25075      0.87445 BIOCARTA_AHSP_PATHWAY
BIOCARTA_AKAP13_PATHWAY                  SET      11      0.43162     0.010325       0.3166     0.086405 BIOCARTA_AKAP13_PATHWAY
BIOCARTA_AKAP95_PATHWAY                  SET      11      0.29277    0.0070036      0.28787      0.15457 BIOCARTA_AKAP95_PATHWAY
BIOCARTA_AKAPCENTROSOME_PATH...          SET      14      0.16045    0.0043298      0.24683      0.25783 BIOCARTA_AKAPCENTROSOME_PATHWAY
BIOCARTA_AKT_PATHWAY                     SET      20      0.11084    0.0035743      0.19227      0.28216 BIOCARTA_AKT_PATHWAY
BIOCARTA_ALK_PATHWAY                     SET      37     -0.12661   -0.0055511      0.15572      0.79191 BIOCARTA_ALK_PATHWAY
BIOCARTA_ALTERNATIVE_PATHWAY             SET       8      -0.1088   -0.0022197       0.2966      0.64312 BIOCARTA_ALTERNATIVE_PATHWAY
BIOCARTA_AMAN_PATHWAY                    SET      15    -0.080011   -0.0022348      0.25666      0.62238 BIOCARTA_AMAN_PATHWAY
BIOCARTA_AMI_PATHWAY                     SET      18    -0.099307   -0.0030383      0.23588      0.66312 BIOCARTA_AMI_PATHWAY
BIOCARTA_ARAP_PATHWAY                    SET      17     -0.34985    -0.010402      0.19756       0.9617 BIOCARTA_ARAP_PATHWAY
BIOCARTA_ARENRF2_PATHWAY                 SET      20      0.19036    0.0061389      0.21411      0.18698 BIOCARTA_ARENRF2_PATHWAY
BIOCARTA_ARF_PATHWAY                     SET      17     -0.23087   -0.0068646      0.20948      0.86478 BIOCARTA_ARF_PATHWAY
BIOCARTA_ASBCELL_PATHWAY                 SET      12      0.18406    0.0045986      0.20793      0.18804 BIOCARTA_ASBCELL_PATHWAY
BIOCARTA_AT1R_PATHWAY                    SET      26      0.12813    0.0047105      0.17124      0.22715 BIOCARTA_AT1R_PATHWAY
BIOCARTA_ATM_PATHWAY                     SET      20      0.15937    0.0051393      0.19156      0.20273 BIOCARTA_ATM_PATHWAY
BIOCARTA_ATRBRCA_PATHWAY                 SET      22     -0.27055     -0.00915       0.1619      0.95263 BIOCARTA_ATRBRCA_PATHWAY
BIOCARTA_BAD_PATHWAY                     SET      24       0.1473     0.005203      0.19763      0.22805 BIOCARTA_BAD_PATHWAY
BIOCARTA_BARD1_PATHWAY                   SET       8     -0.32222   -0.0065738      0.26768      0.88565 BIOCARTA_BARD1_PATHWAY
BIOCARTA_BARRESTIN_PATHWAY               SET      12      0.52171     0.013035      0.31798     0.050439 BIOCARTA_BARRESTIN_PATHWAY
BIOCARTA_BARRESTIN_SRC_PATHW...          SET      17       0.4363     0.012973      0.23108     0.029515 BIOCARTA_BARRESTIN_SRC_PATHWAY
BIOCARTA_BARR_MAPK_PATHWAY               SET      14      0.58602     0.015814      0.26062     0.012278 BIOCARTA_BARR_MAPK_PATHWAY
BIOCARTA_BBCELL_PATHWAY                  SET       8      0.12108    0.0024702      0.25075       0.3146 BIOCARTA_BBCELL_PATHWAY
BIOCARTA_BCELLSURVIVAL_PATHW...          SET      14     0.041855    0.0011294      0.22739      0.42698 BIOCARTA_BCELLSURVIVAL_PATHWAY
BIOCARTA_BCR_PATHWAY                     SET      31      0.26256     0.010538      0.16662     0.057545 BIOCARTA_BCR_PATHWAY
BIOCARTA_BIOPEPTIDES_PATHWAY             SET      28      0.19817    0.0075599      0.17415      0.12759 BIOCARTA_BIOPEPTIDES_PATHWAY
BIOCARTA_BLYMPHOCYTE_PATHWAY             SET      12      0.24316    0.0060752       0.2338      0.14917 BIOCARTA_BLYMPHOCYTE_PATHWAY
BIOCARTA_BOTULIN_PATHWAY                 SET       5    -0.056757  -0.00091551      0.33687       0.5669 BIOCARTA_BOTULIN_PATHWAY
BIOCARTA_BTG2_PATHWAY                    SET      11       0.5898     0.014109      0.29082     0.021287 BIOCARTA_BTG2_PATHWAY
BIOCARTA_CACAM_PATHWAY                   SET       9      0.33421    0.0072319      0.31883      0.14727 BIOCARTA_CACAM_PATHWAY
BIOCARTA_CALCINEURIN_PATHWAY             SET      17      0.85964      0.02556      0.22261   5.6556e-05 BIOCARTA_CALCINEURIN_PATHWAY
BIOCARTA_CARDIACEGF_PATHWAY              SET      17      0.37429     0.011129      0.23271     0.053884 BIOCARTA_CARDIACEGF_PATHWAY
BIOCARTA_CARM1_PATHWAY                   SET      12     -0.11543   -0.0028839      0.28141      0.65916 BIOCARTA_CARM1_PATHWAY
BIOCARTA_CARM_ER_PATHWAY                 SET      24     -0.13938   -0.0049232      0.19638      0.76107 BIOCARTA_CARM_ER_PATHWAY
BIOCARTA_CASPASE_PATHWAY                 SET      21     -0.13664   -0.0045149      0.19741      0.75557 BIOCARTA_CASPASE_PATHWAY
BIOCARTA_CB1R_PATHWAY                    SET       7     -0.42031   -0.0080215      0.32115      0.90469 BIOCARTA_CB1R_PATHWAY
BIOCARTA_CBL_PATHWAY                     SET      11      0.33552    0.0080261      0.29501      0.12771 BIOCARTA_CBL_PATHWAY
BIOCARTA_CCR3_PATHWAY                    SET      18     0.090899     0.002781      0.23686      0.35058 BIOCARTA_CCR3_PATHWAY
BIOCARTA_CCR5_PATHWAY                    SET      16      0.45213     0.013042      0.25461     0.037896 BIOCARTA_CCR5_PATHWAY
BIOCARTA_CD40_PATHWAY                    SET      12    -0.074559   -0.0018628      0.22324       0.6308 BIOCARTA_CD40_PATHWAY
BIOCARTA_CDC25_PATHWAY                   SET       9    -0.098434     -0.00213      0.36365      0.60668 BIOCARTA_CDC25_PATHWAY
BIOCARTA_CDC42RAC_PATHWAY                SET       8    -0.061465    -0.001254      0.29825      0.58164 BIOCARTA_CDC42RAC_PATHWAY
BIOCARTA_CDK5_PATHWAY                    SET      13     0.044368    0.0011537       0.2275      0.42269 BIOCARTA_CDK5_PATHWAY
BIOCARTA_CDMAC_PATHWAY                   SET      16      0.39559     0.011412      0.23812     0.048335 BIOCARTA_CDMAC_PATHWAY
BIOCARTA_CELL2CELL_PATHWAY               SET      10      0.18829    0.0042946      0.27884      0.24976 BIOCARTA_CELL2CELL_PATHWAY
BIOCARTA_CELLCYCLE_PATHWAY               SET      23      0.25329    0.0087586      0.18317     0.083366 BIOCARTA_CELLCYCLE_PATHWAY
BIOCARTA_CERAMIDE_PATHWAY                SET      20    -0.048445   -0.0015623        0.192       0.5996 BIOCARTA_CERAMIDE_PATHWAY
BIOCARTA_CFTR_PATHWAY                    SET      11      0.55787     0.013345      0.28145     0.023741 BIOCARTA_CFTR_PATHWAY
BIOCARTA_CHEMICAL_PATHWAY                SET      18      0.21779    0.0066633       0.2345      0.17652 BIOCARTA_CHEMICAL_PATHWAY
BIOCARTA_CHREBP_PATHWAY                  SET      19      0.33761     0.010612       0.2085     0.052706 BIOCARTA_CHREBP_PATHWAY
BIOCARTA_CIRCADIAN_PATHWAY               SET       6     -0.62952    -0.011123      0.36776      0.95652 BIOCARTA_CIRCADIAN_PATHWAY
BIOCARTA_CK1_PATHWAY                     SET      16      0.27588    0.0079582      0.21674      0.10154 BIOCARTA_CK1_PATHWAY
BIOCARTA_CLASSIC_PATHWAY                 SET      14      0.15204    0.0041027      0.24073      0.26384 BIOCARTA_CLASSIC_PATHWAY
BIOCARTA_COMP_PATHWAY                    SET      19       0.1636    0.0051424       0.2129      0.22112 BIOCARTA_COMP_PATHWAY
BIOCARTA_CPSF_PATHWAY                    SET       9     -0.26515   -0.0057376      0.31312      0.80145 BIOCARTA_CPSF_PATHWAY
BIOCARTA_CREB_PATHWAY                    SET      22    0.0032103   0.00010857      0.19826      0.49354 BIOCARTA_CREB_PATHWAY
BIOCARTA_CREM_PATHWAY                    SET       6     0.036234   0.00064024       0.3555      0.45941 BIOCARTA_CREM_PATHWAY
BIOCARTA_CSK_PATHWAY                     SET      20      0.16931    0.0054598      0.20252      0.20159 BIOCARTA_CSK_PATHWAY
BIOCARTA_CTBP1_PATHWAY                   SET       8     -0.32837   -0.0066993      0.28634      0.87426 BIOCARTA_CTBP1_PATHWAY
BIOCARTA_CTCF_PATHWAY                    SET      24     -0.26028   -0.0091937      0.20138       0.9019 BIOCARTA_CTCF_PATHWAY
BIOCARTA_CTLA4_PATHWAY                   SET      20      0.34136     0.011008      0.19286     0.038378 BIOCARTA_CTLA4_PATHWAY
BIOCARTA_CTL_PATHWAY                     SET      13      -0.1709    -0.004444      0.22245      0.77882 BIOCARTA_CTL_PATHWAY
BIOCARTA_CXCR4_PATHWAY                   SET      19      0.35148     0.011048       0.2021     0.041014 BIOCARTA_CXCR4_PATHWAY
BIOCARTA_CYTOKINE_PATHWAY                SET      19    -0.038416   -0.0012075      0.18781      0.58104 BIOCARTA_CYTOKINE_PATHWAY
BIOCARTA_D4GDI_PATHWAY                   SET      12    -0.013679  -0.00034177      0.25932      0.52103 BIOCARTA_D4GDI_PATHWAY
BIOCARTA_DC_PATHWAY                      SET      16     -0.17337    -0.005001      0.18878      0.82078 BIOCARTA_DC_PATHWAY
BIOCARTA_DEATH_PATHWAY                   SET      27     -0.20257   -0.0075885      0.18015      0.86958 BIOCARTA_DEATH_PATHWAY
BIOCARTA_DICER_PATHWAY                   SET       5      0.13014    0.0020992       0.4294      0.38092 BIOCARTA_DICER_PATHWAY
BIOCARTA_DNAFRAGMENT_PATHWAY             SET      10     -0.34406   -0.0078476      0.27828      0.89183 BIOCARTA_DNAFRAGMENT_PATHWAY
BIOCARTA_DREAM_PATHWAY                   SET      13      0.25897    0.0067341      0.29227       0.1878 BIOCARTA_DREAM_PATHWAY
BIOCARTA_DSP_PATHWAY                     SET       8     -0.16779   -0.0034232      0.32153      0.69911 BIOCARTA_DSP_PATHWAY
BIOCARTA_ECM_PATHWAY                     SET      19     0.038681    0.0012158      0.21077      0.42719 BIOCARTA_ECM_PATHWAY
BIOCARTA_EDG1_PATHWAY                    SET      22     0.010186   0.00034449      0.19926      0.47962 BIOCARTA_EDG1_PATHWAY
BIOCARTA_EEA1_PATHWAY                    SET       7     -0.18872   -0.0036016      0.36103      0.69941 BIOCARTA_EEA1_PATHWAY
BIOCARTA_EFP_PATHWAY                     SET      16     0.077082    0.0022235       0.2236      0.36515 BIOCARTA_EFP_PATHWAY
BIOCARTA_EGFR_SMRTE_PATHWAY              SET      11     -0.19193   -0.0045913      0.29163      0.74477 BIOCARTA_EGFR_SMRTE_PATHWAY
BIOCARTA_EGF_PATHWAY                     SET      26      0.15863    0.0058318      0.18746      0.19871 BIOCARTA_EGF_PATHWAY
BIOCARTA_EICOSANOID_PATHWAY              SET      21     0.085922    0.0028392      0.17433      0.31106 BIOCARTA_EICOSANOID_PATHWAY
BIOCARTA_EIF2_PATHWAY                    SET       9     0.076294    0.0016509      0.28461      0.39433 BIOCARTA_EIF2_PATHWAY
BIOCARTA_EIF4_PATHWAY                    SET      24      0.18444    0.0065149      0.20253      0.18123 BIOCARTA_EIF4_PATHWAY
BIOCARTA_EIF_PATHWAY                     SET      14     -0.15251   -0.0041156      0.24149      0.73615 BIOCARTA_EIF_PATHWAY
BIOCARTA_EOSINOPHILS_PATHWAY             SET       8      0.20383    0.0041585       0.3699      0.29081 BIOCARTA_EOSINOPHILS_PATHWAY
BIOCARTA_EPHA4_PATHWAY                   SET       8     -0.44978   -0.0091762      0.29006       0.9395 BIOCARTA_EPHA4_PATHWAY
BIOCARTA_EPONFKB_PATHWAY                 SET      10      0.17187      0.00392      0.26874      0.26124 BIOCARTA_EPONFKB_PATHWAY
BIOCARTA_EPO_PATHWAY                     SET      18   -0.0014781  -4.5221e-05      0.22995      0.50256 BIOCARTA_EPO_PATHWAY
BIOCARTA_ERAD_PATHWAY                    SET      19     -0.37231    -0.011702      0.19865      0.96954 BIOCARTA_ERAD_PATHWAY
BIOCARTA_ERBB3_PATHWAY                   SET       5     -0.65171    -0.010512      0.41044      0.94383 BIOCARTA_ERBB3_PATHWAY
BIOCARTA_ERBB4_PATHWAY                   SET       7        0.345    0.0065842      0.28289      0.11132 BIOCARTA_ERBB4_PATHWAY
BIOCARTA_ERK5_PATHWAY                    SET      14    -0.059238   -0.0015985      0.24984      0.59371 BIOCARTA_ERK5_PATHWAY
BIOCARTA_ERK_PATHWAY                     SET      26    -0.029717   -0.0010925      0.18283      0.56456 BIOCARTA_ERK_PATHWAY
BIOCARTA_ERYTH_PATHWAY                   SET      14      0.13428    0.0036236      0.23153      0.28097 BIOCARTA_ERYTH_PATHWAY
BIOCARTA_ETC_PATHWAY                     SET       8    -0.098671   -0.0020131      0.38009      0.60241 BIOCARTA_ETC_PATHWAY
BIOCARTA_ETS_PATHWAY                     SET      17      0.18564    0.0055197      0.23287      0.21268 BIOCARTA_ETS_PATHWAY
BIOCARTA_EXTRINSIC_PATHWAY               SET      13    -0.041938   -0.0010906      0.28182      0.55915 BIOCARTA_EXTRINSIC_PATHWAY
BIOCARTA_FAS_PATHWAY                     SET      30       0.1737    0.0068587      0.15001      0.12346 BIOCARTA_FAS_PATHWAY
BIOCARTA_FBW7_PATHWAY                    SET       9       0.4196    0.0090795      0.29372     0.076575 BIOCARTA_FBW7_PATHWAY
BIOCARTA_FCER1_PATHWAY                   SET      37      0.30814      0.01351        0.149     0.019327 BIOCARTA_FCER1_PATHWAY
BIOCARTA_FEEDER_PATHWAY                  SET       9      0.12188    0.0026374      0.31943      0.35139 BIOCARTA_FEEDER_PATHWAY
BIOCARTA_FIBRINOLYSIS_PATHWAY            SET      12     -0.30217   -0.0075495      0.27352      0.86536 BIOCARTA_FIBRINOLYSIS_PATHWAY
BIOCARTA_FLUMAZENIL_PATHWAY              SET       8     -0.29841   -0.0060881      0.35887      0.79715 BIOCARTA_FLUMAZENIL_PATHWAY
BIOCARTA_FMLP_PATHWAY                    SET      33      0.23703    0.0098154      0.14716     0.053635 BIOCARTA_FMLP_PATHWAY
BIOCARTA_FOSB_PATHWAY                    SET       5      0.50467    0.0081404      0.33206     0.064292 BIOCARTA_FOSB_PATHWAY
BIOCARTA_FREE_PATHWAY                    SET       9      0.46034    0.0099612      0.31122     0.069563 BIOCARTA_FREE_PATHWAY
BIOCARTA_FXR_PATHWAY                     SET       7     0.088684    0.0016925      0.36575      0.40421 BIOCARTA_FXR_PATHWAY
BIOCARTA_G1_PATHWAY                      SET      28       0.2775     0.010586        0.177     0.058472 BIOCARTA_G1_PATHWAY
BIOCARTA_G2_PATHWAY                      SET      24     -0.11245    -0.003972      0.17051      0.74521 BIOCARTA_G2_PATHWAY
BIOCARTA_GABA_PATHWAY                    SET       9    0.0085347   0.00018468      0.28062      0.48787 BIOCARTA_GABA_PATHWAY
BIOCARTA_GATA3_PATHWAY                   SET      14      0.74447     0.020089      0.27251    0.0031524 BIOCARTA_GATA3_PATHWAY
BIOCARTA_GCR_PATHWAY                     SET      17      0.35849     0.010659      0.21716     0.049401 BIOCARTA_GCR_PATHWAY
BIOCARTA_GHRELIN_PATHWAY                 SET      13    -0.044858   -0.0011665      0.30922      0.55767 BIOCARTA_GHRELIN_PATHWAY
BIOCARTA_GH_PATHWAY                      SET      27     0.031959    0.0011972      0.18262      0.43054 BIOCARTA_GH_PATHWAY
BIOCARTA_GLEEVEC_PATHWAY                 SET      23     0.060463    0.0020908      0.19843      0.38029 BIOCARTA_GLEEVEC_PATHWAY
BIOCARTA_GPCR_PATHWAY                    SET      28      0.65397     0.024948      0.18172   0.00016033 BIOCARTA_GPCR_PATHWAY
BIOCARTA_GRANULOCYTES_PATHWAY            SET      14     0.041436    0.0011181        0.196      0.41629 BIOCARTA_GRANULOCYTES_PATHWAY
BIOCARTA_GSK3_PATHWAY                    SET      20      0.43316     0.013968      0.18967     0.011199 BIOCARTA_GSK3_PATHWAY
BIOCARTA_HBX_PATHWAY                     SET       7    -0.013319  -0.00025418      0.44683      0.51189 BIOCARTA_HBX_PATHWAY
BIOCARTA_HCMV_PATHWAY                    SET      17      0.27812    0.0082694      0.22885      0.11214 BIOCARTA_HCMV_PATHWAY
BIOCARTA_HDAC_PATHWAY                    SET      25      0.18833    0.0067892       0.1882       0.1585 BIOCARTA_HDAC_PATHWAY
BIOCARTA_HER2_PATHWAY                    SET      23     0.026417   0.00091349      0.20938       0.4498 BIOCARTA_HER2_PATHWAY
BIOCARTA_HES_PATHWAY                     SET      12      0.18807    0.0046988      0.26805      0.24147 BIOCARTA_HES_PATHWAY
BIOCARTA_HIF_PATHWAY                     SET      15      0.20624    0.0057604      0.28581      0.23528 BIOCARTA_HIF_PATHWAY
BIOCARTA_HIVNEF_PATHWAY                  SET      54    -0.052727   -0.0027914      0.11185      0.68133 BIOCARTA_HIVNEF_PATHWAY
BIOCARTA_HSP27_PATHWAY                   SET      14      0.31497    0.0084993      0.19177     0.050265 BIOCARTA_HSP27_PATHWAY
BIOCARTA_HSWI_SNF_PATHWAY                SET      12     -0.11839   -0.0029579      0.24017      0.68897 BIOCARTA_HSWI_SNF_PATHWAY
BIOCARTA_IFNA_PATHWAY                    SET       9     -0.29399   -0.0063617      0.26255      0.86858 BIOCARTA_IFNA_PATHWAY
BIOCARTA_IFNG_PATHWAY                    SET       6      0.52434    0.0092647      0.37706     0.082186 BIOCARTA_IFNG_PATHWAY
BIOCARTA_IGF1MTOR_PATHWAY                SET      18      0.30678    0.0093858      0.22305     0.084513 BIOCARTA_IGF1MTOR_PATHWAY
BIOCARTA_IGF1R_PATHWAY                   SET      23      0.02266   0.00078356      0.20108      0.45514 BIOCARTA_IGF1R_PATHWAY
BIOCARTA_IGF1_PATHWAY                    SET      20    -0.085116   -0.0027448       0.2328      0.64267 BIOCARTA_IGF1_PATHWAY
BIOCARTA_IL10_PATHWAY                    SET      13      0.21259    0.0055281      0.19745      0.14083 BIOCARTA_IL10_PATHWAY
BIOCARTA_IL12_PATHWAY                    SET      18      0.12601    0.0038553      0.24281       0.3019 BIOCARTA_IL12_PATHWAY
BIOCARTA_IL17_PATHWAY                    SET      15     -0.30175   -0.0084281      0.22989      0.90533 BIOCARTA_IL17_PATHWAY
BIOCARTA_IL1R_PATHWAY                    SET      29     -0.18905   -0.0073395      0.14159      0.90908 BIOCARTA_IL1R_PATHWAY
BIOCARTA_IL22BP_PATHWAY                  SET       9      0.42391     0.009173      0.30352     0.081266 BIOCARTA_IL22BP_PATHWAY
BIOCARTA_IL2RB_PATHWAY                   SET      36      0.29854     0.012911      0.14794     0.021807 BIOCARTA_IL2RB_PATHWAY
BIOCARTA_IL2_PATHWAY                     SET      20     0.093129    0.0030032      0.19929      0.32014 BIOCARTA_IL2_PATHWAY
BIOCARTA_IL3_PATHWAY                     SET      14      0.23281    0.0062824      0.29055      0.21149 BIOCARTA_IL3_PATHWAY
BIOCARTA_IL4_PATHWAY                     SET      10     0.018792   0.00042862      0.29892      0.47494 BIOCARTA_IL4_PATHWAY
BIOCARTA_IL5_PATHWAY                     SET      11       0.1231    0.0029447      0.24986      0.31112 BIOCARTA_IL5_PATHWAY
BIOCARTA_IL6_PATHWAY                     SET      20      0.17092    0.0055119      0.23228      0.23092 BIOCARTA_IL6_PATHWAY
