# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19074
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BILANGES_RAPAMYCIN_SENSITIVE...1         SET      35     0.065895    0.0028202      0.15397      0.33434 BILANGES_RAPAMYCIN_SENSITIVE_GENES
BILANGES_RAPAMYCIN_SENSITIVE...2         SET      59     0.069074    0.0038358      0.10369      0.25265 BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2
BILANGES_SERUM_AND_RAPAMYCIN...          SET      66      0.13439    0.0078921      0.10295     0.095881 BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES
BILANGES_SERUM_RESPONSE_TRAN...          SET      31      0.23966    0.0096542      0.15682     0.063238 BILANGES_SERUM_RESPONSE_TRANSLATION
BILANGES_SERUM_SENSITIVE_GEN...          SET      73     0.045392    0.0028028      0.10228       0.3286 BILANGES_SERUM_SENSITIVE_GENES
BILANGES_SERUM_SENSITIVE_VIA...1         SET      20     -0.19228   -0.0062232      0.18515      0.85047 BILANGES_SERUM_SENSITIVE_VIA_TSC1
BILANGES_SERUM_SENSITIVE_VIA...2         SET      30     0.018416    0.0007298      0.16562      0.45573 BILANGES_SERUM_SENSITIVE_VIA_TSC2
BILBAN_B_CLL_LPL_DN                      SET      37      0.07678    0.0033784      0.14614      0.29967 BILBAN_B_CLL_LPL_DN
BILBAN_B_CLL_LPL_UP                      SET      57     0.011326   0.00061823      0.11663      0.46132 BILBAN_B_CLL_LPL_UP
BILD_CTNNB1_ONCOGENIC_SIGNAT...          SET      74     -0.15809   -0.0098281     0.098697      0.94539 BILD_CTNNB1_ONCOGENIC_SIGNATURE
BILD_E2F3_ONCOGENIC_SIGNATURE            SET     237     0.014872    0.0016475      0.05507      0.39356 BILD_E2F3_ONCOGENIC_SIGNATURE
BILD_HRAS_ONCOGENIC_SIGNATURE            SET     237    0.0051341   0.00056874     0.058075      0.46478 BILD_HRAS_ONCOGENIC_SIGNATURE
BILD_MYC_ONCOGENIC_SIGNATURE             SET     193    -0.072935   -0.0072995     0.062967      0.87662 BILD_MYC_ONCOGENIC_SIGNATURE
BILD_SRC_ONCOGENIC_SIGNATURE             SET      57      0.21463     0.011715      0.11029     0.025836 BILD_SRC_ONCOGENIC_SIGNATURE
BIOCARTA_41BB_PATHWAY                    SET      18    -0.049043   -0.0015059       0.1838       0.6052 BIOCARTA_41BB_PATHWAY
BIOCARTA_ACE2_PATHWAY                    SET       9     -0.18105    -0.003932      0.30551      0.72328 BIOCARTA_ACE2_PATHWAY
BIOCARTA_ACETAMINOPHEN_PATHW...          SET       5     -0.57716   -0.0093437       0.3749      0.93815 BIOCARTA_ACETAMINOPHEN_PATHWAY
BIOCARTA_ACH_PATHWAY                     SET      14     -0.14208   -0.0038479      0.21418      0.74645 BIOCARTA_ACH_PATHWAY
BIOCARTA_ACTINY_PATHWAY                  SET      11     -0.19964    -0.004793       0.2434      0.79394 BIOCARTA_ACTINY_PATHWAY
BIOCARTA_AGPCR_PATHWAY                   SET      11      0.57197     0.013732      0.29683     0.027001 BIOCARTA_AGPCR_PATHWAY
BIOCARTA_AGR_PATHWAY                     SET      30   -0.0068695  -0.00027223      0.15308       0.5179 BIOCARTA_AGR_PATHWAY
BIOCARTA_AHSP_PATHWAY                    SET      11     -0.28744   -0.0069009      0.24918      0.87564 BIOCARTA_AHSP_PATHWAY
BIOCARTA_AKAP13_PATHWAY                  SET      11      0.43465     0.010435      0.31463     0.083579 BIOCARTA_AKAP13_PATHWAY
BIOCARTA_AKAP95_PATHWAY                  SET      11      0.29465    0.0070741      0.28607      0.15152 BIOCARTA_AKAP95_PATHWAY
BIOCARTA_AKAPCENTROSOME_PATH...          SET      14      0.16214    0.0043913      0.24529       0.2543 BIOCARTA_AKAPCENTROSOME_PATHWAY
BIOCARTA_AKT_PATHWAY                     SET      20      0.11249    0.0036408      0.19107      0.27802 BIOCARTA_AKT_PATHWAY
BIOCARTA_ALK_PATHWAY                     SET      37     -0.12433   -0.0054707      0.15475      0.78913 BIOCARTA_ALK_PATHWAY
BIOCARTA_ALTERNATIVE_PATHWAY             SET       7     -0.11308   -0.0021659       0.3006      0.64661 BIOCARTA_ALTERNATIVE_PATHWAY
BIOCARTA_AMAN_PATHWAY                    SET      15     -0.07792   -0.0021843      0.25506         0.62 BIOCARTA_AMAN_PATHWAY
BIOCARTA_AMI_PATHWAY                     SET      18     -0.09841   -0.0030218      0.23441      0.66269 BIOCARTA_AMI_PATHWAY
BIOCARTA_ARAP_PATHWAY                    SET      17     -0.34664    -0.010344      0.19633      0.96126 BIOCARTA_ARAP_PATHWAY
BIOCARTA_ARENRF2_PATHWAY                 SET      20      0.19871    0.0064313      0.21277      0.17518 BIOCARTA_ARENRF2_PATHWAY
BIOCARTA_ARF_PATHWAY                     SET      17     -0.22873   -0.0068257      0.20818      0.86405 BIOCARTA_ARF_PATHWAY
BIOCARTA_ASBCELL_PATHWAY                 SET       9      0.11539    0.0025059      0.22854      0.30682 BIOCARTA_ASBCELL_PATHWAY
BIOCARTA_AT1R_PATHWAY                    SET      26      0.13075    0.0048242      0.17017      0.22114 BIOCARTA_AT1R_PATHWAY
BIOCARTA_ATM_PATHWAY                     SET      20        0.165    0.0053404      0.19037      0.19304 BIOCARTA_ATM_PATHWAY
BIOCARTA_ATRBRCA_PATHWAY                 SET      22     -0.26841   -0.0091107       0.1609      0.95235 BIOCARTA_ATRBRCA_PATHWAY
BIOCARTA_BAD_PATHWAY                     SET      24      0.14951    0.0053001       0.1964      0.22326 BIOCARTA_BAD_PATHWAY
BIOCARTA_BARD1_PATHWAY                   SET       8     -0.31865   -0.0065246      0.26602       0.8845 BIOCARTA_BARD1_PATHWAY
BIOCARTA_BARRESTIN_PATHWAY               SET      12      0.52208     0.013091        0.316     0.049261 BIOCARTA_BARRESTIN_PATHWAY
BIOCARTA_BARRESTIN_SRC_PATHW...          SET      17        0.438      0.01307      0.22964     0.028247 BIOCARTA_BARRESTIN_SRC_PATHWAY
BIOCARTA_BARR_MAPK_PATHWAY               SET      14      0.58729     0.015905        0.259     0.011685 BIOCARTA_BARR_MAPK_PATHWAY
BIOCARTA_BBCELL_PATHWAY                  SET       5    -0.013157  -0.00021299      0.29074      0.51805 BIOCARTA_BBCELL_PATHWAY
BIOCARTA_BCELLSURVIVAL_PATHW...          SET      14     0.042741    0.0011576      0.22597      0.42499 BIOCARTA_BCELLSURVIVAL_PATHWAY
BIOCARTA_BCR_PATHWAY                     SET      31      0.26912     0.010841      0.16558      0.05206 BIOCARTA_BCR_PATHWAY
BIOCARTA_BIOPEPTIDES_PATHWAY             SET      28       0.2046    0.0078333      0.17307      0.11858 BIOCARTA_BIOPEPTIDES_PATHWAY
BIOCARTA_BLYMPHOCYTE_PATHWAY             SET       9      0.16834    0.0036559      0.26491      0.26257 BIOCARTA_BLYMPHOCYTE_PATHWAY
BIOCARTA_BOTULIN_PATHWAY                 SET       5    -0.056523  -0.00091504      0.33476      0.56704 BIOCARTA_BOTULIN_PATHWAY
BIOCARTA_BTG2_PATHWAY                    SET      11      0.59189      0.01421      0.28901     0.020288 BIOCARTA_BTG2_PATHWAY
BIOCARTA_CACAM_PATHWAY                   SET       9      0.33618    0.0073009      0.31684      0.14435 BIOCARTA_CACAM_PATHWAY
BIOCARTA_CALCINEURIN_PATHWAY             SET      17      0.86797     0.025902      0.22122   4.3825e-05 BIOCARTA_CALCINEURIN_PATHWAY
BIOCARTA_CARDIACEGF_PATHWAY              SET      17      0.37626     0.011228      0.23126     0.051879 BIOCARTA_CARDIACEGF_PATHWAY
BIOCARTA_CARM1_PATHWAY                   SET      12     -0.11279   -0.0028282      0.27966      0.65664 BIOCARTA_CARM1_PATHWAY
BIOCARTA_CARM_ER_PATHWAY                 SET      24     -0.13818   -0.0048987      0.19515      0.76055 BIOCARTA_CARM_ER_PATHWAY
BIOCARTA_CASPASE_PATHWAY                 SET      21     -0.13471   -0.0044674      0.19618      0.75384 BIOCARTA_CASPASE_PATHWAY
BIOCARTA_CB1R_PATHWAY                    SET       7     -0.41811   -0.0080085      0.31915      0.90491 BIOCARTA_CB1R_PATHWAY
BIOCARTA_CBL_PATHWAY                     SET      11      0.33801     0.008115      0.29317      0.12448 BIOCARTA_CBL_PATHWAY
BIOCARTA_CCR3_PATHWAY                    SET      18     0.094021     0.002887      0.23538      0.34479 BIOCARTA_CCR3_PATHWAY
BIOCARTA_CCR5_PATHWAY                    SET      16      0.46372     0.013425      0.25303     0.033435 BIOCARTA_CCR5_PATHWAY
BIOCARTA_CD40_PATHWAY                    SET      12    -0.073256   -0.0018369      0.22185      0.62938 BIOCARTA_CD40_PATHWAY
BIOCARTA_CDC25_PATHWAY                   SET       9     -0.09676   -0.0021014      0.36139      0.60555 BIOCARTA_CDC25_PATHWAY
BIOCARTA_CDC42RAC_PATHWAY                SET       8     -0.05937   -0.0012157      0.29639      0.57938 BIOCARTA_CDC42RAC_PATHWAY
BIOCARTA_CDK5_PATHWAY                    SET      13      0.04537    0.0011841      0.22608      0.42048 BIOCARTA_CDK5_PATHWAY
BIOCARTA_CDMAC_PATHWAY                   SET      15      0.40484     0.011349      0.25396     0.055467 BIOCARTA_CDMAC_PATHWAY
BIOCARTA_CELL2CELL_PATHWAY               SET      10      0.18994    0.0043481       0.2771      0.24653 BIOCARTA_CELL2CELL_PATHWAY
BIOCARTA_CELLCYCLE_PATHWAY               SET      23      0.25805    0.0089556      0.18202     0.078155 BIOCARTA_CELLCYCLE_PATHWAY
BIOCARTA_CERAMIDE_PATHWAY                SET      20    -0.046737   -0.0015126      0.19081      0.59675 BIOCARTA_CERAMIDE_PATHWAY
BIOCARTA_CFTR_PATHWAY                    SET      11       0.5593     0.013428      0.27969     0.022776 BIOCARTA_CFTR_PATHWAY
BIOCARTA_CHEMICAL_PATHWAY                SET      18      0.22087     0.006782      0.23304      0.17163 BIOCARTA_CHEMICAL_PATHWAY
BIOCARTA_CHREBP_PATHWAY                  SET      19      0.33861     0.010682       0.2072     0.051112 BIOCARTA_CHREBP_PATHWAY
BIOCARTA_CIRCADIAN_PATHWAY               SET       6     -0.62705     -0.01112      0.36547      0.95689 BIOCARTA_CIRCADIAN_PATHWAY
BIOCARTA_CK1_PATHWAY                     SET      16      0.27773    0.0080407      0.21539      0.09863 BIOCARTA_CK1_PATHWAY
BIOCARTA_CLASSIC_PATHWAY                 SET      11      0.14738    0.0035384       0.2529      0.28003 BIOCARTA_CLASSIC_PATHWAY
BIOCARTA_COMP_PATHWAY                    SET      15      0.17145    0.0048062      0.22818      0.22622 BIOCARTA_COMP_PATHWAY
BIOCARTA_CPSF_PATHWAY                    SET       9      -0.2649    -0.005753      0.31116       0.8027 BIOCARTA_CPSF_PATHWAY
BIOCARTA_CREB_PATHWAY                    SET      22     0.010984   0.00037283      0.19702      0.47777 BIOCARTA_CREB_PATHWAY
BIOCARTA_CREM_PATHWAY                    SET       6     0.039116   0.00069367      0.35329      0.45592 BIOCARTA_CREM_PATHWAY
BIOCARTA_CSK_PATHWAY                     SET      17      0.10201    0.0030442      0.22132      0.32243 BIOCARTA_CSK_PATHWAY
BIOCARTA_CTBP1_PATHWAY                   SET       8     -0.32653   -0.0066861      0.28455      0.87441 BIOCARTA_CTBP1_PATHWAY
BIOCARTA_CTCF_PATHWAY                    SET      24     -0.25824   -0.0091548      0.20012      0.90154 BIOCARTA_CTCF_PATHWAY
BIOCARTA_CTLA4_PATHWAY                   SET      17      0.31295    0.0093389      0.20875     0.066929 BIOCARTA_CTLA4_PATHWAY
BIOCARTA_CTL_PATHWAY                     SET      12     -0.18299   -0.0045886      0.22868       0.7882 BIOCARTA_CTL_PATHWAY
BIOCARTA_CXCR4_PATHWAY                   SET      19      0.35357     0.011154      0.20084     0.039176 BIOCARTA_CXCR4_PATHWAY
BIOCARTA_CYTOKINE_PATHWAY                SET      18    -0.071766   -0.0022036      0.19479      0.64372 BIOCARTA_CYTOKINE_PATHWAY
BIOCARTA_D4GDI_PATHWAY                   SET      12    -0.011856   -0.0002973      0.25771      0.51835 BIOCARTA_D4GDI_PATHWAY
BIOCARTA_DC_PATHWAY                      SET      16     -0.17284    -0.005004       0.1876      0.82155 BIOCARTA_DC_PATHWAY
BIOCARTA_DEATH_PATHWAY                   SET      27       -0.201   -0.0075572      0.17903      0.86922 BIOCARTA_DEATH_PATHWAY
BIOCARTA_DICER_PATHWAY                   SET       5      0.13289    0.0021513      0.42673      0.37775 BIOCARTA_DICER_PATHWAY
BIOCARTA_DNAFRAGMENT_PATHWAY             SET      10     -0.34326   -0.0078578      0.27655      0.89273 BIOCARTA_DNAFRAGMENT_PATHWAY
BIOCARTA_DREAM_PATHWAY                   SET      13      0.26149    0.0068244      0.29045      0.18399 BIOCARTA_DREAM_PATHWAY
BIOCARTA_DSP_PATHWAY                     SET       8     -0.15038   -0.0030792      0.31953      0.68104 BIOCARTA_DSP_PATHWAY
BIOCARTA_ECM_PATHWAY                     SET      19     0.040748    0.0012855      0.20945      0.42288 BIOCARTA_ECM_PATHWAY
BIOCARTA_EDG1_PATHWAY                    SET      22      0.01254   0.00042563      0.19802      0.47475 BIOCARTA_EDG1_PATHWAY
BIOCARTA_EEA1_PATHWAY                    SET       7     -0.18642   -0.0035706      0.35878      0.69832 BIOCARTA_EEA1_PATHWAY
BIOCARTA_EFP_PATHWAY                     SET      16     0.078727    0.0022793       0.2222      0.36156 BIOCARTA_EFP_PATHWAY
BIOCARTA_EGFR_SMRTE_PATHWAY              SET      11     -0.17856    -0.004287      0.28982      0.73109 BIOCARTA_EGFR_SMRTE_PATHWAY
BIOCARTA_EGF_PATHWAY                     SET      26      0.16093    0.0059375      0.18629      0.19384 BIOCARTA_EGF_PATHWAY
BIOCARTA_EICOSANOID_PATHWAY              SET      21     0.087693    0.0029082      0.17325      0.30637 BIOCARTA_EICOSANOID_PATHWAY
BIOCARTA_EIF2_PATHWAY                    SET       9      0.08023    0.0017424      0.28284      0.38834 BIOCARTA_EIF2_PATHWAY
BIOCARTA_EIF4_PATHWAY                    SET      24      0.19252     0.006825      0.20127      0.16941 BIOCARTA_EIF4_PATHWAY
BIOCARTA_EIF_PATHWAY                     SET      14     -0.14919   -0.0040405      0.23999      0.73291 BIOCARTA_EIF_PATHWAY
BIOCARTA_EOSINOPHILS_PATHWAY             SET       5     -0.19446   -0.0031481      0.56554      0.63452 BIOCARTA_EOSINOPHILS_PATHWAY
BIOCARTA_EPHA4_PATHWAY                   SET       8     -0.44888   -0.0091912      0.28825      0.94029 BIOCARTA_EPHA4_PATHWAY
BIOCARTA_EPONFKB_PATHWAY                 SET      10      0.18161    0.0041573      0.26707      0.24825 BIOCARTA_EPONFKB_PATHWAY
BIOCARTA_EPO_PATHWAY                     SET      18   0.00099199    3.046e-05      0.22851      0.49827 BIOCARTA_EPO_PATHWAY
BIOCARTA_ERAD_PATHWAY                    SET      19     -0.37105    -0.011705      0.19741      0.96991 BIOCARTA_ERAD_PATHWAY
BIOCARTA_ERBB3_PATHWAY                   SET       5     -0.64795     -0.01049      0.40788      0.94391 BIOCARTA_ERBB3_PATHWAY
BIOCARTA_ERBB4_PATHWAY                   SET       7       0.3467    0.0066407      0.28112      0.10875 BIOCARTA_ERBB4_PATHWAY
BIOCARTA_ERK5_PATHWAY                    SET      14      -0.0579   -0.0015681      0.24828      0.59219 BIOCARTA_ERK5_PATHWAY
BIOCARTA_ERK_PATHWAY                     SET      26     -0.02727   -0.0010062      0.18169      0.55965 BIOCARTA_ERK_PATHWAY
BIOCARTA_ERYTH_PATHWAY                   SET      14      0.13547    0.0036688      0.23009      0.27802 BIOCARTA_ERYTH_PATHWAY
BIOCARTA_ETC_PATHWAY                     SET       8    -0.095738   -0.0019603      0.37772      0.60004 BIOCARTA_ETC_PATHWAY
BIOCARTA_ETS_PATHWAY                     SET      17      0.18673    0.0055723      0.23141      0.20987 BIOCARTA_ETS_PATHWAY
BIOCARTA_EXTRINSIC_PATHWAY               SET      13    -0.040445   -0.0010555      0.28006      0.55741 BIOCARTA_EXTRINSIC_PATHWAY
BIOCARTA_FAS_PATHWAY                     SET      30      0.18152    0.0071933      0.14914       0.1118 BIOCARTA_FAS_PATHWAY
BIOCARTA_FBW7_PATHWAY                    SET       9      0.42203    0.0091655      0.29189     0.074115 BIOCARTA_FBW7_PATHWAY
BIOCARTA_FCER1_PATHWAY                   SET      37      0.31053     0.013664      0.14807     0.017997 BIOCARTA_FCER1_PATHWAY
BIOCARTA_FEEDER_PATHWAY                  SET       9      0.12306    0.0026726      0.31744      0.34913 BIOCARTA_FEEDER_PATHWAY
BIOCARTA_FIBRINOLYSIS_PATHWAY            SET      12     -0.30189   -0.0075699      0.27181      0.86663 BIOCARTA_FIBRINOLYSIS_PATHWAY
BIOCARTA_FLUMAZENIL_PATHWAY              SET       8     -0.29568   -0.0060543      0.35664      0.79646 BIOCARTA_FLUMAZENIL_PATHWAY
BIOCARTA_FMLP_PATHWAY                    SET      33      0.24149     0.010036      0.14625     0.049353 BIOCARTA_FMLP_PATHWAY
BIOCARTA_FOSB_PATHWAY                    SET       5      0.50593    0.0081904      0.32999      0.06263 BIOCARTA_FOSB_PATHWAY
BIOCARTA_FREE_PATHWAY                    SET       8       0.4942     0.010119      0.35135     0.079784 BIOCARTA_FREE_PATHWAY
BIOCARTA_FXR_PATHWAY                     SET       7     0.091124    0.0017454      0.36347      0.40102 BIOCARTA_FXR_PATHWAY
BIOCARTA_G1_PATHWAY                      SET      28      0.28161     0.010782      0.17589     0.054694 BIOCARTA_G1_PATHWAY
BIOCARTA_G2_PATHWAY                      SET      24     -0.10825   -0.0038377      0.16945      0.73854 BIOCARTA_G2_PATHWAY
BIOCARTA_GABA_PATHWAY                    SET       9     0.011427   0.00024816      0.27887      0.48366 BIOCARTA_GABA_PATHWAY
BIOCARTA_GATA3_PATHWAY                   SET      14      0.75577     0.020468      0.27081    0.0026327 BIOCARTA_GATA3_PATHWAY
BIOCARTA_GCR_PATHWAY                     SET      17      0.36089     0.010769      0.21581     0.047246 BIOCARTA_GCR_PATHWAY
BIOCARTA_GHRELIN_PATHWAY                 SET      13    -0.043978   -0.0011478      0.30729       0.5569 BIOCARTA_GHRELIN_PATHWAY
BIOCARTA_GH_PATHWAY                      SET      27     0.034621    0.0013017      0.18148      0.42435 BIOCARTA_GH_PATHWAY
BIOCARTA_GLEEVEC_PATHWAY                 SET      23     0.062868    0.0021818      0.19719      0.37493 BIOCARTA_GLEEVEC_PATHWAY
BIOCARTA_GPCR_PATHWAY                    SET      28      0.65663      0.02514      0.18058   0.00013881 BIOCARTA_GPCR_PATHWAY
BIOCARTA_GRANULOCYTES_PATHWAY            SET      13     0.011214   0.00029267      0.20411      0.47809 BIOCARTA_GRANULOCYTES_PATHWAY
BIOCARTA_GSK3_PATHWAY                    SET      20      0.43432     0.014057      0.18848      0.01061 BIOCARTA_GSK3_PATHWAY
BIOCARTA_HBX_PATHWAY                     SET       7   -0.0091662  -0.00017557      0.44405      0.50823 BIOCARTA_HBX_PATHWAY
BIOCARTA_HCMV_PATHWAY                    SET      17      0.28776    0.0085871      0.22743       0.1029 BIOCARTA_HCMV_PATHWAY
BIOCARTA_HDAC_PATHWAY                    SET      25      0.19495    0.0070533      0.18703      0.14864 BIOCARTA_HDAC_PATHWAY
BIOCARTA_HER2_PATHWAY                    SET      23     0.029347    0.0010185      0.20807      0.44392 BIOCARTA_HER2_PATHWAY
BIOCARTA_HES_PATHWAY                     SET      12       0.1898    0.0047592      0.26638      0.23808 BIOCARTA_HES_PATHWAY
BIOCARTA_HIF_PATHWAY                     SET      15      0.20921    0.0058648      0.28403      0.23069 BIOCARTA_HIF_PATHWAY
BIOCARTA_HIVNEF_PATHWAY                  SET      53    -0.060169   -0.0031673      0.11283      0.70307 BIOCARTA_HIVNEF_PATHWAY
BIOCARTA_HSP27_PATHWAY                   SET      13      0.32369    0.0084477      0.19947     0.052335 BIOCARTA_HSP27_PATHWAY
BIOCARTA_HSWI_SNF_PATHWAY                SET      12     -0.11708   -0.0029359      0.23867      0.68813 BIOCARTA_HSWI_SNF_PATHWAY
BIOCARTA_IFNA_PATHWAY                    SET       9     -0.29189   -0.0063392      0.26092      0.86836 BIOCARTA_IFNA_PATHWAY
BIOCARTA_IFNG_PATHWAY                    SET       6      0.52709    0.0093472      0.37471     0.079775 BIOCARTA_IFNG_PATHWAY
BIOCARTA_IGF1MTOR_PATHWAY                SET      18      0.30901    0.0094885      0.22165     0.081651 BIOCARTA_IGF1MTOR_PATHWAY
BIOCARTA_IGF1R_PATHWAY                   SET      23     0.025466    0.0008838      0.19982       0.4493 BIOCARTA_IGF1R_PATHWAY
BIOCARTA_IGF1_PATHWAY                    SET      20    -0.081117   -0.0026254      0.23135      0.63707 BIOCARTA_IGF1_PATHWAY
BIOCARTA_IL10_PATHWAY                    SET      12       0.1993    0.0049974      0.20576      0.16639 BIOCARTA_IL10_PATHWAY
BIOCARTA_IL12_PATHWAY                    SET      18      0.13572    0.0041673       0.2413      0.28691 BIOCARTA_IL12_PATHWAY
BIOCARTA_IL17_PATHWAY                    SET      15     -0.30119   -0.0084431      0.22845       0.9063 BIOCARTA_IL17_PATHWAY
BIOCARTA_IL1R_PATHWAY                    SET      28     -0.21147   -0.0080967       0.1441      0.92887 BIOCARTA_IL1R_PATHWAY
BIOCARTA_IL22BP_PATHWAY                  SET       9      0.42553    0.0092414      0.30162     0.079163 BIOCARTA_IL22BP_PATHWAY
BIOCARTA_IL2RB_PATHWAY                   SET      36      0.30044     0.013041      0.14702     0.020506 BIOCARTA_IL2RB_PATHWAY
BIOCARTA_IL2_PATHWAY                     SET      20     0.094354    0.0030538      0.19804      0.31689 BIOCARTA_IL2_PATHWAY
BIOCARTA_IL3_PATHWAY                     SET      14      0.23592    0.0063894      0.28873      0.20695 BIOCARTA_IL3_PATHWAY
BIOCARTA_IL4_PATHWAY                     SET      10     0.022291   0.00051028      0.29706      0.47009 BIOCARTA_IL4_PATHWAY
BIOCARTA_IL5_PATHWAY                     SET       8     -0.01014  -0.00020763      0.28932      0.51398 BIOCARTA_IL5_PATHWAY
BIOCARTA_IL6_PATHWAY                     SET      20      0.17447    0.0056466      0.23084      0.22489 BIOCARTA_IL6_PATHWAY
