GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
3	9:117640001-117680000	9:120160001-120200000	5.255087e-07	HiC	GSE87112	Liver	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000148219	1
3	9:117680001-117720000	9:117760001-117800000	9.51952e-11	HiC	GSE87112	Liver	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
4	10:64360001-64400000	10:64480001-64520000	5.145199e-07	HiC	GSE87112	Liver	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64560001-64600000	3.215635e-07	HiC	GSE87112	Liver	intra	rs12766377;rs12774545;rs56299235	ENSG00000181915	1
4	10:64360001-64400000	10:64680001-64720000	3.203736e-09	HiC	GSE87112	Liver	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64800001-64840000	2.494044e-11	HiC	GSE87112	Liver	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65480001-65520000	1.62775e-08	HiC	GSE87112	Liver	intra	rs12766377;rs12774545;rs56299235	NA	0
5	20:6480001-6520000	20:6520001-6560000	1.52733e-13	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6880001-6920000	1.98101e-07	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7760001-7800000	6.916862e-08	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
2	2:234400001-234440000	2:234320001-234360000	1.859146e-09	HiC	GSE87112	Liver	intra	rs78135710	NA	0
3	9:117640001-117680000	9:117480001-117520000	5.694663e-15	HiC	GSE87112	Liver	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117480001-117520000	6.940902e-07	HiC	GSE87112	Liver	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117520001-117560000	8.358738e-25	HiC	GSE87112	Liver	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117560001-117600000	2.373634e-13	HiC	GSE87112	Liver	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000181634	1
3	9:117640001-117680000	9:117600001-117640000	7.411172e-12	HiC	GSE87112	Liver	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
5	20:6480001-6520000	20:6120001-6160000	5.955784e-13	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6160001-6200000	2.183044e-08	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6200001-6240000	9.901997e-13	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6240001-6280000	4.515463e-33	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6320001-6360000	1.19166e-09	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6360001-6400000	3.531624e-15	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6440001-6480000	3.786543e-23	HiC	GSE87112	Liver	intra	rs77926029;rs184983658	NA	0
3	9:117640001-117680000	9:117760001-117800000	3.284501e-11	HiC	GSE87112	Pancreas	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
4	10:64360001-64400000	10:65480001-65520000	5.317459e-10	HiC	GSE87112	Right_Ventricle	intra	rs12766377;rs12774545;rs56299235	NA	0
3	9:117640001-117680000	9:117520001-117560000	1.648831e-08	HiC	GSE87112	Right_Ventricle	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
1	1:114360001-114400000	1:114440001-114480000	1.930455e-07	HiC	GSE87112	Spleen	intra	rs2476601	ENSG00000134262:ENSG00000118655:ENSG00000163349	1
3	9:117640001-117680000	9:117760001-117800000	1.332099e-26	HiC	GSE87112	Spleen	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117760001-117800000	1.118115e-09	HiC	GSE87112	Spleen	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
4	10:64360001-64400000	10:64560001-64600000	1.3323e-14	HiC	GSE87112	Spleen	intra	rs12766377;rs12774545;rs56299235	ENSG00000181915	1
3	9:117640001-117680000	9:117480001-117520000	1.827333e-08	HiC	GSE87112	Spleen	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117520001-117560000	3.735889e-07	HiC	GSE87112	Spleen	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
1	1:114280001-114320000	1:114320001-114360000	2.48241e-17	HiC	GSE87112	GM12878	intra	rs6679677	ENSG00000081019	1
1	1:114280001-114320000	1:114400001-114440000	9.149211e-19	HiC	GSE87112	GM12878	intra	rs6679677	ENSG00000134242:ENSG00000188761	1
1	1:114280001-114320000	1:114440001-114480000	8.904577e-13	HiC	GSE87112	GM12878	intra	rs6679677	ENSG00000134262:ENSG00000118655:ENSG00000163349	1
1	1:114360001-114400000	1:114400001-114440000	2.811501e-31	HiC	GSE87112	GM12878	intra	rs2476601	ENSG00000134242:ENSG00000188761	1
1	1:114360001-114400000	1:114440001-114480000	3.420954e-35	HiC	GSE87112	GM12878	intra	rs2476601	ENSG00000134262:ENSG00000118655:ENSG00000163349	1
1	1:114360001-114400000	1:114480001-114520000	4.8088e-08	HiC	GSE87112	GM12878	intra	rs2476601	NA	0
2	2:234400001-234440000	2:234440001-234480000	1.382856e-23	HiC	GSE87112	GM12878	intra	rs78135710	ENSG00000085982	1
2	2:234400001-234440000	2:234640001-234680000	5.171238e-07	HiC	GSE87112	GM12878	intra	rs78135710	ENSG00000242366	1
3	9:117640001-117680000	9:117680001-117720000	9.575901e-09	HiC	GSE87112	GM12878	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000106952	1
3	9:117640001-117680000	9:117760001-117800000	7.529308e-11	HiC	GSE87112	GM12878	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117760001-117800000	1.90718e-08	HiC	GSE87112	GM12878	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
4	10:64360001-64400000	10:64400001-64440000	1.685778e-53	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64440001-64480000	1.517689e-49	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64480001-64520000	1.354126e-41	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64520001-64560000	1.475032e-33	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64560001-64600000	5.647298e-45	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	ENSG00000181915	1
4	10:64360001-64400000	10:64600001-64640000	9.57625e-11	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64640001-64680000	3.164357e-23	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	ENSG00000122877	1
4	10:64360001-64400000	10:64680001-64720000	4.527401e-22	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64720001-64760000	5.64443e-20	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64800001-64840000	7.338456e-34	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64840001-64880000	6.836466e-12	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64880001-64920000	9.528879e-29	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	ENSG00000148572	1
4	10:64360001-64400000	10:64920001-64960000	1.431911e-12	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64960001-65000000	9.312881e-11	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65200001-65240000	2.463552e-09	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	ENSG00000171988	1
4	10:64360001-64400000	10:65240001-65280000	1.183199e-18	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65360001-65400000	4.781829e-14	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65440001-65480000	2.286361e-08	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
1	1:114360001-114400000	1:114320001-114360000	3.283136e-13	HiC	GSE87112	GM12878	intra	rs2476601	ENSG00000081019	1
2	2:234400001-234440000	2:233920001-233960000	1.131933e-10	HiC	GSE87112	GM12878	intra	rs78135710	ENSG00000168918	1
2	2:234400001-234440000	2:234120001-234160000	4.198018e-09	HiC	GSE87112	GM12878	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234160001-234200000	8.634861e-20	HiC	GSE87112	GM12878	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234280001-234320000	3.486515e-07	HiC	GSE87112	GM12878	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234320001-234360000	4.081204e-26	HiC	GSE87112	GM12878	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234360001-234400000	9.02234e-21	HiC	GSE87112	GM12878	intra	rs78135710	NA	0
3	9:117640001-117680000	9:117160001-117200000	1.260114e-09	HiC	GSE87112	GM12878	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117400001-117440000	5.861924e-08	HiC	GSE87112	GM12878	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117480001-117520000	2.749847e-07	HiC	GSE87112	GM12878	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117520001-117560000	6.708195e-14	HiC	GSE87112	GM12878	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117520001-117560000	2.45727e-09	HiC	GSE87112	GM12878	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:117640001-117680000	9.575901e-09	HiC	GSE87112	GM12878	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
4	10:64360001-64400000	10:63720001-63760000	1.710325e-11	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:63760001-63800000	7.058085e-08	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:63800001-63840000	3.719011e-08	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64200001-64240000	4.956095e-10	HiC	GSE87112	GM12878	intra	rs12766377;rs12774545;rs56299235	NA	0
1	1:114280001-114320000	1:114320001-114360000	1.181438e-28	HiC	GSE87112	IMR90	intra	rs6679677	ENSG00000081019	1
1	1:114280001-114320000	1:114440001-114480000	2.585494e-20	HiC	GSE87112	IMR90	intra	rs6679677	ENSG00000134262:ENSG00000118655:ENSG00000163349	1
1	1:114280001-114320000	1:114480001-114520000	2.426024e-20	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114280001-114320000	1:115240001-115280000	2.139878e-10	HiC	GSE87112	IMR90	intra	rs6679677	ENSG00000213281	1
1	1:114280001-114320000	1:115640001-115680000	9.537537e-09	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114360001-114400000	1:114400001-114440000	1.779784e-27	HiC	GSE87112	IMR90	intra	rs2476601	ENSG00000134242:ENSG00000188761	1
1	1:114360001-114400000	1:114440001-114480000	1.369615e-66	HiC	GSE87112	IMR90	intra	rs2476601	ENSG00000134262:ENSG00000118655:ENSG00000163349	1
